idx,description_eng,description_deu,description_spa,description_fra,description_jpn,description_kor,description_por,description_ita,description_fas,description_ind,description_zho,description_rus,description_tur,description_ary,description_arb
153,butterfly,schmetterling,mariposa,papillon,チョウ,나비,borboleta,farfalla,پروانه,kupu-kupu,蝴蝶,бабочка,kelebek,faracha,فراشة
154,snail,schnecke,caracol,escargot,かたつむり,달팽이,caracol,lumaca,حلزون,siput,蜗牛,улитка,salyangoz,7alazoun,حلزون
155,lady beetle,marienkäfer,mariquita,coccinelle,テントウムシ,무당벌레,joaninha,coccinella,کفشدوزک,kumbang betina,瓢虫,божья коровка,uğur böceği,coccinelle,دعسوقة
156,ant,ameise,hormiga,fourmi,アリ,개미,formiga,formica,مورچه,semut,蚂蚁,муравей,karınca,nemla,نملة
157,fly,fliege,mosca,mouche,ハエ,파리,mosca,mosca,مگس,lalat,苍蝇,муха,karasinek,debbana,ذبابة
158,beetle,käfer,escarabajo,scarabée,カブトムシ,딱정벌레,besouro,coleottero,سوسک,kumbang,甲虫,жук,böcek,khounfousa,خنفساء
159,cockroach,kakerlake,cucaracha,cafard,ゴキブリ,바퀴벌레,barata,scarafaggio,سوسک حمام,kecoak,蟑螂,таракан,hamam böceği,serra9 zit,صرصور
160,mosquito,mücke,mosquito,moustique,蚊,모기,mosquito,zanzara,پشه,nyamuk,蚊子,комар,sivrisinek,chniwla,بعوضة
161,cricket,grille,grillo,criquet,バッタ,귀뚜라미,grilo,grillo,جیرجیرک,jangkrik,蟋蟀,сверчок,cırcır böceği,jrada,جدجد
164,scorpion,skorpion,escorpión,scorpion,サソリ,전갈,escorpião,scorpione,عقرب,kalajengking,蝎子,скорпион,akrep,3agrab,عقرب
165,turtle,schildkröte,tortuga,tortue,カメ,거북이,tartaruga,tartaruga,لاک پشت,kura-kura,龟,черепаха,kaplumbağa,fekroun,سلحفاة
166,snake,schlange,serpiente,serpent,ヘビ,뱀,cobra,serpente,مار,ular,蛇,змея,yılan,7ench,ثعبان
167,lizard,eidechse,lagarto,lézard,トカゲ,도마뱀,lagartixa,lucertola,مارمولک,kadal,蜥蜴,ящерица,kertenkele,bobriss,سحلية
168,t-rex,t-rex,t-rex,t-rex,ティラノサウルス,티라노사우루스,tiranossauro rex,t-rex,تی رکس,t-rex,霸王龙,ти рекс,t-rex,tyrannosaure,التيرانوصور
169,sauropod,sauropode,saurópodo,sauropode,草食恐竜,초식 공룡,saurópode,sauropode,سوسمار,sauropod,蜥蜴类,зауропод,soropod,sauropode,ديناصور صوروبودا
170,octopus,oktopus,pulpo,pieuvre,タコ,문어,polvo,polpo,هشت پا,gurita,章鱼,осьминог,ahtapot,calamar,أخطبوط
171,squid,tintenfisch,calamar,calamar,イカ,오징어,lula,calamaro,ماهی مرکب,cumi-cumi,乌贼,кальмар,mürekkep balığı,7ebbar,حبار
172,shrimp,garnele,gamba,crevette,エビ,새우,camarão,gamberetto,میگو,udang,虾,креветка,karides,l9imron,جمبري
173,lobster,hummer,bogavante,homard,ザリガニ,바닷가재,lagosta,aragosta,لابستر,lobster,龙虾,омар,ıstakoz,langouste,كركند
174,crab,krebs,cangrejo,crabe,カニ,꽃게,caranguejo,granchio,خرچنگ,kepiting,蟹,краб,yengeç,boujniba,سرطان
175,blowfish,kugelfisch,pez globo,poisson-lune,フグ,복어,baiacu,pesce palla,ماهی بادکنکی,ikan gembung,河豚,рыба еж,balon balığı,7outa mchouwka,سمكة منتفخة
176,tropical fish,tropenfisch,pez tropical,poisson tropical,熱帯魚,열대어,peixe tropical,pesce tropicale,ماهی استوایی,ikan tropis,热带鱼,тропическая рыба,tropikal balık,7outa stiwa2ia,سمكة استوائية
177,fish,fisch,pez,poisson,魚,물고기,peixe,pesce,ماهی,ikan,鱼,рыба,balık,7outa,سمكة
178,dolphin,delfin,delfín,dauphin,イルカ,돌고래,golfinho,delfino,دلفین,lumba-lumba,海豚,дельфин,yunus,delfin,دولفين
179,spouting whale,blasender wal,ballena soltando un chorro,baleine soufflant par son évent,潮吹きクジラ,물 뿜는 고래,baleia esguichando água,balena che spruzza acqua,نهنگ در حال آب فشانی,ikan paus menyembur,喷水的鲸,кит с фонтанчиком,su püskürten balina,baleine katnfekh lma,حوت بنافورة
180,whale,wal,ballena,baleine,クジラ,고래,baleia,balena,نهنگ,ikan paus,鲸鱼,кит,balina,baleine,حوت
181,shark,hai,tiburón,requin,サメ,상어,tubarão,squalo,کوسه,hiu,鲨鱼,акула,köpek balığı,requin,سمكة قرش
182,crocodile,krokodil,cocodrilo,crocodile,ワニ,악어,crocodilo,coccodrillo,تمساح,buaya,鳄鱼,крокодил,timsah,timsa7,تمساح
183,tiger,tiger,tigre,tigre,トラ,호랑이,tigre,tigre,ببر,harimau,老虎,тигр,kaplan,nmer,نمر
184,leopard,leopard,leopardo,léopard,ヒョウ,표범,leopardo,leopardo,پلنگ,macan tutul,豹子,леопард,leopar,fahd,فهد
185,zebra,zebra,cebra,zèbre,シマウマ,얼룩말,zebra,zebra,گورخر,zebra,斑马,зебра,zebra,7mar wa7shi,حمار وحشي
186,gorilla,gorilla,gorila,gorille,ゴリラ,고릴라,gorila,gorilla,گوریل,gorila,大猩猩,горилла,goril,ghourilla,غوريلا
187,orangutan,orang-utan,orangután,orang-outan,オランウータン,오랑우탄,orangotango,orangotango,اورانگوتان,orangutan,红毛猩猩,орангутан,orangutan,orang outan,إنسان الغاب
188,mammoth,mammut,mamut,mammouth,マンモス,매머드,mamute,mammut,ماموت,mamut,猛犸,мамонт,mamut,lmammout,ماموث
189,elephant,elefant,elefante,éléphant,ゾウ,코끼리,elefante,elefante,فیل,gajah,大象,слон,fil,lfil,فيل
190,hippopotamus,nilpferd,hipopótamo,hippopotame,カバ,하마,hipopótamo,ippopotamo,اسب آبی,kuda nil,河马,гиппопотам,hipopotam,faras nahr,فرس النهر
191,rhinoceros,nashorn,rinoceronte,rhinocéros,サイ,코뿔소,rinoceronte,rinoceronte,کرگدن,badak,犀牛,носорог,gergedan,wa7id l9arn,وحيد القرن
192,camel,dromedar,dromedario,dromadaire,ラクダ,낙타,camelo,dromedario,شتر,unta,骆驼,одногорбый верблюд,deve,jmel,جمل وحيد السنام
193,two-hump camel,kamel,camello,chameau,フタコブラクダ,쌍봉 낙타,camelo com duas corcovas,cammello,شتر دو کوهان,unta berpunuk dua,双峰骆驼,двугорбый верблюд,iki hörgüçlü deve,jmel 3ndou jouj 7dibbat,جمل ثنائي السنام
194,giraffe,giraffe,jirafa,girafe,キリン,기린,girafa,giraffa,زرافه,jerapah,长颈鹿,жираф,zürafa,zarafa,زرافة
195,kangaroo,känguru,canguro,kangourou,カンガルー,캥거루,canguru,canguro,کانگورو,kanguru,袋鼠,кенгуру,kanguru,kangourou,كنغر
196,bison,bison,bisonte,bison,バイソン,들소,bisão,bisonte,گاومیش,bison,大野牛,бизон,bizon,Tor bison,ثور أمريكي
197,water buffalo,wasserbüffel,búfalo de agua,buffle,水牛,물소,búfalo-asiático,bufalo d’acqua,بوفالوی آبی,kerbau,水牛,буйвол,manda,jamous,جاموس مائي
198,ox,ochse,buey,bœuf,牡牛,소,boi,bue,گاو نر,lembu,公牛,бык,öküz,tor,ثور
199,cow,kuh,vaca,vache,牝牛,젖소,vaca,mucca,گاو ماده,sapi,奶牛,корова,inek,begra,بقرة
200,horse,pferd,caballo,cheval,馬,말,cavalo,cavallo,اسب,kuda,马,лошадь,at,3awd,حصان
201,pig,schwein,cerdo,cochon,ブタ,돼지,porco,maiale,خوک,babi,猪,свинья,domuz,7ellouf,خنزير
202,ram,widder,carnero,bélier,牡羊,숫양,carneiro,montone,قوچ,domba jantan,公羊,баран,koç,kebch,كبش
203,ewe,schaf,oveja,mouton,羊,양,ovelha,pecora,میش,domba betina,母羊,овца,koyun,7awli,خروف
204,llama,lama,llama,lama,ラマ,라마,lhama,lama,لاما,llama,美洲鸵,лама,lama,lama,لاما
205,goat,ziege,cabra,chèvre,山羊,염소,cabra,capra,بز,kambing,山羊,коза,keçi,me3za,معزة
206,deer,hirsch,ciervo,cerf,シカ,사슴,cervo,cervo,گوزن,rusa,鹿,олень,geyik,ghzala,غزال
207,dog,hund,perro,chien,イヌ,개,cachorro,cane,سگ,anjing,狗,собака,köpek,kelb,كلب
208,poodle,pudel,caniche,caniche,プードル,푸들,poodle,barboncino,پودل,pudel,贵宾犬,пудель,kaniş,kanich,بودل
209,guide dog,blindenhund,perro guía,chien guide,盲導犬,안내견,cão-guia,cane guida,سگ راهنما,anjing pemandu,导盲犬,собака поводырь,rehber köpek,kelb dial l3oumi,كلب دليل
210,service dog,assistenzhund,perro de servicio,chien d’assistance,介助犬,보조견,cão de serviço,cane da assistenza,سگ کمکی,anjing pembimbing,服务犬,служебная собака,yardımcı köpek,kelb dial l3win,كلب مساعدة
211,cat,katze,gato,chat,ネコ,고양이,gato,gatto,گربه,kucing,猫,кошка,kedi,mouch,قطة
212,black cat,schwarze katze,gato negro,chat noir,黒猫,검은 고양이,gato preto,gatto nero,گربه سیاه,kucing hitam,黑猫,черная кошка,kara kedi,mouch k7el,هر أسود
213,feather,feder,pluma,plume,羽,깃털,pena,piuma,پَر,bulu,羽毛,перо,kuş tüyü,richa,ريشة
214,rooster,hahn,gallo,coq,おんどり,수탉,galo,gallo,خروس,ayam jago,公鸡,петух,horoz,ferroj,ديك
215,turkey,truthahn,pavo,dindon,七面鳥,칠면조,peru,tacchino,بوقلمون,kalkun,火鸡,индейка,hindi,bibi,ديك رومي
216,dodo,dodo,dodo,dodo,ドードー,도도새,dodô,dodo,دودو,dodo,渡渡鸟,дронт,dodo kuşu,dodo,طائر الدودو
217,peacock,pfau,pavo real,paon,クジャク,공작,pavão,pavone,طاووس,merak,孔雀,павлин,tavus kuşu,taouss,طاووس
218,parrot,papagei,loro,perroquet,オウム,앵무새,papagaio,pappagallo,طوطی,nuri,鹦鹉,попугай,papağan,perroquet,ببغاء
219,swan,schwan,cisne,cygne,白鳥,백조,cisne,cigno,قو,angsa leher panjang,天鹅,лебедь,kuğu,wezz,إوَزة
220,flamingo,flamingo,flamenco,flamant,フラミンゴ,홍학,flamingo,fenicottero,فلامینگو,flamingo,火烈鸟,фламинго,flamingo,flamingo,فلامينغو
222,rabbit,hase,conejo,lapin,ウサギ,토끼,coelho,coniglio,خرگوش,kelinci,兔子,кролик,tavşan,9niya,أرنب
223,raccoon,waschbär,mapache,raton laveur,アライグマ,너구리,guaxinim,procione,راکون,rakun,浣熊,морда енота,rakun,rakoun,راكون
224,skunk,stinktier,mofeta,mouffette,スカンク,스컹크,gambá,puzzola,راسو,sigung,臭鼬,скунс,kokarca,,ظربان
225,badger,dachs,tejón,blaireau,アナグマ,오소리,texugo,tasso,گورکن,musang,獾,барсук,porsuk,,غرير
226,beaver,biber,castor,castor,ビーバー,비버,castor,castoro,بیدستر,biwara,海狸,бобр,kunduz,castor,سمور
227,otter,otter,nutria,loutre,カワウソ,수달,lontra,lontra,سمور آبی,berang-berang,水獭,выдра,su samuru,9oundous,قندس
228,sloth,faultier,perezoso,paresseux,ナマケモノ,나무늘보,preguiça,bradipo,تنبل,kungkang,树懒,ленивец,tembel hayvan,keslan,كسلان
229,mouse,maus,ratón,souris,ハツカネズミ,생쥐,camundongo,topo,موش,tikus putih,老鼠,мышь,fare,far,فأر
230,rat,ratte,rata,rat,ネズミ,쥐,rato,ratto,موش صحرایی,tikus,耗子,крыса,sıçan,tobba,جرذ
232,hedgehog,igel,erizo,hérisson,ハリネズミ,고슴도치,porco-espinho,riccio,جوجه تیغی,landak,刺猬,еж,kirpi,9nfoud,قنفد
233,paw prints,tatzenabdrücke,huellas de pezuñas,empreintes d’animaux,肉球,곰발바닥,patas,impronte di zampe,رد پنجه,jejak kaki hewan,爪印,следы животного,pençe izi,trace dial 7ayawanat,آثار حوافر
234,dragon,drache,dragón,dragon,ドラゴン,용,dragão,drago,اژدها,naga,龙,дракон,ejderha,tinnin,تنين
235,dragon face,drachengesicht,cara de dragón,tête de dragon,ドラゴンの顔,용 얼굴,rosto de dragão,testa di drago,صورت اژدها,wajah naga,龙头,голова дракона,ejderha yüzü,wjeh dial tinnin,وجه تنين
236,spiral shell,schneckenhaus,caracola,coquille en spirale,巻き貝,달팽이집,caramujo,conchiglia,صدف مارپیچی,cangkang spiral,海螺,раковина,deniz kabuğu,coquillage,صدفة حلزونية
237,grinning face,grinsendes gesicht,cara sonriendo,visage rieur,にっこり笑う,활짝 웃는 얼굴,rosto risonho,faccina con un gran sorriso,خنده,wajah gembira,嘿嘿,широко улыбается,sırıtan yüz,wjeh ki d7ek,وجه بابتسامة عريضة
238,grinning face with big eyes,grinsendes gesicht mit großen augen,cara sonriendo con ojos grandes,visage souriant avec de grands yeux,わーい,눈을 크게 뜨고 웃는 얼굴,rosto risonho com olhos bem abertos,faccina con un gran sorriso e occhi spalancati,صورت خندان,wajah tersenyum lebar,哈哈,смеется,ağzı açık sırıtma,wjeh ki d7ek b 3inine me7louline,وجه مبتسم بعينين كبيرتين
239,grinning face with smiling eyes,grinsendes gesicht mit lachenden augen,cara sonriendo con ojos sonrientes,visage très souriant aux yeux rieurs,笑顔,미소 짓는 눈으로 활짝 웃는 얼굴,rosto risonho com olhos sorridentes,faccina con sorriso e occhi sorridenti,خندان,wajah tersenyum lebar dan mata tertutup,大笑,смеется с закрытыми глазами,gülen gözlerle ağzı açık sırıtma,wjeh ki d7ek b 3inine da7kine,وجه مبتسم بعينين باسمتين
240,beaming face with smiling eyes,strahlendes gesicht mit lachenden augen,cara radiante con ojos sonrientes,visage souriant aux yeux rieurs,にやっと笑う,미소 짓는 눈으로 웃는 얼굴,rosto contente com olhos sorridentes,faccina raggiante con occhi felici,خندهٔ دندانی,wajah gembira dengan mata bahagia,嘻嘻,светится от счастья,gülen gözlerle sırıtma,wjeh ki btasem b 3inine m7louline w femm me7loul,وجه مشرق بعينين باسمتين
241,grinning squinting face,grinsegesicht mit zugekniffenen augen,cara sonriendo con los ojos cerrados,visage souriant avec yeux plissés,きゃー,눈웃음짓는 얼굴,rosto risonho com olhos semicerrados,sorriso a bocca aperta con occhi chiusi,قاه قاه,wajah tersenyum lebar dan memejamkan mata,斜眼笑,смеется с прищуренными глазами,kapalı gözlerle ağzı açık sırıtma,wjeh ki d7ek b 3inine msdoudine,وجه مبتسم بعينين مغلقتين
242,grinning face with sweat,grinsendes gesicht mit schweißtropfen,cara sonriendo con sudor frío,visage souriant avec une goutte de sueur,冷や汗笑顔,땀 흘리며 웃는 얼굴,rosto risonho com gota de suor,faccina con un gran sorriso e goccia di sudore,صورت خندان و عرق کرده,wajah tersenyum lebar dan berkeringat,苦笑,нервно смеется,soğuk terli ağzı açık gülümseme,wjeh ki d7ek b 3inine da7kine w ki 3re9,وجه مبتسم بفم مفتوح وعرق بارد
243,rolling on the floor laughing,sich vor lachen auf dem boden wälzen,cara revolviéndose de la risa,se rouler par terre de rire,笑い転げる,바닥을 구르며 웃는 얼굴,rolando no chão de rir,ridere a crepapelle,از خنده غش کردن,tertawa terbahak-bahak,笑得满地打滚,катается со смеху,gülmekten yerlere yatma,wjeh ki tgelleb flard bde7k,وجه ضاحك يتدحرج على الأرض
244,face with tears of joy,gesicht mit freudentränen,cara llorando de risa,visage riant aux larmes,嬉し泣き,기쁨의 눈물을 흘리는 얼굴,rosto chorando de rir,faccina con lacrime di gioia,روده بر,wajah gembira berurai air mata,笑哭了,смеется до слез,sevinç gözyaşları,wjeh ki bki bde7k,وجه بدموع فرح
245,slightly smiling face,leicht lächelndes gesicht,cara sonriendo ligeramente,visage avec un léger sourire,微笑む,살짝 미소 짓는 얼굴,rosto levemente sorridente,faccina con sorriso accennato,لبخند ملایم,wajah agak tersenyum,呵呵,слегка улыбается,hafifçe gülümseyen yüz,wjeh ki btasem,وجه بابتسامة بسيطة
246,upside-down face,umgekehrtes gesicht,cara al revés,tête à l’envers,さかさまの顔,거꾸로 된 얼굴,rosto de cabeça para baixo,faccina sottosopra,صورت وارونه,wajah terbalik,倒脸,вверх тормашками,ters yüz,wjeh me9loub,وجه مقلوب
